"p_val","avg_logFC","pct.1","pct.2","p_val_adj","type","gene"
"SAP18",1.90777011356977e-06,0.272491068546194,0.486,0.365,0.0639503619769722,"vd1","SAP18"
"TBX211",2.17893697126608e-06,0.293574871124432,0.208,0.11,0.0730401462138102,"vd1","TBX21"
"PATL21",2.33642353539328e-06,0.288673499605281,0.173,0.084,0.0783192533299181,"vd1","PATL2"
"PLEK2",2.66387780785125e-06,0.29818299975132,0.398,0.276,0.0892958479969817,"vd1","PLEK"
"ZFP36",2.9824614934531e-06,0.333126001482571,0.306,0.197,0.0999750917220415,"vd1","ZFP36"
"IDH2",4.20930383653747e-06,0.311960606396052,0.282,0.172,0.141100073904572,"vd1","IDH2"
"SELL2",4.23066258535071e-06,-0.385872971782639,0.13,0.254,0.141816040523541,"vd1","SELL"
"S1PR51",4.84999034229642e-06,0.292569864472967,0.342,0.224,0.162576526264118,"vd1","S1PR5"
"LINC015501",5.19118213982947e-06,-0.281277347103028,0.021,0.107,0.174013616509224,"vd1","LINC01550"
"DOK21",5.42950891636076e-06,0.254311238993974,0.387,0.266,0.182002568385329,"vd1","DOK2"
"RORA",5.76449714144993e-06,-0.337706019688498,0.261,0.42,0.193231708678543,"vd1","RORA"
"DUSP2",6.62704569927857e-06,0.388478191241441,0.38,0.279,0.222145198885517,"vd1","DUSP2"
"CAMK41",8.70057087280829e-06,-0.260511023675101,0.046,0.144,0.291651836227407,"vd1","CAMK4"
"CD841",8.74861744435667e-06,0.361404124281279,0.187,0.104,0.29326240535228,"vd1","CD84"
"PECAM1",8.82693256576841e-06,0.271742119351767,0.106,0.044,0.295887606537123,"vd1","PECAM1"
"SATB1",9.43216985935293e-06,-0.298046160004443,0.074,0.182,0.31617576585537,"vd1","SATB1"
"ZC3H18",1.10442700008122e-05,0.273854166557456,0.137,0.065,0.370214974697226,"vd1","ZC3H18"
"STK17A1",1.1670719693622e-05,0.309227607554523,0.458,0.357,0.391214194849903,"vd1","STK17A"
"WDR1",1.25488137470603e-05,0.331224104640362,0.356,0.253,0.420648785615208,"vd1","WDR1"
"SPOCK21",1.52159527483173e-05,-0.308613925025122,0.173,0.301,0.510053952076344,"vd1","SPOCK2"
"SNHG81",1.5652150941915e-05,-0.262409698927334,0.194,0.334,0.524675751723934,"vd1","SNHG8"
"CCR72",1.64299046425768e-05,-0.395212947537445,0.092,0.197,0.550746833523816,"vd1","CCR7"
"AC092580.42",2.01051756144813e-05,0.279956994553176,0.486,0.384,0.673945591773028,"vd1","AC092580.4"
"FBXW5",2.13601250168945e-05,0.252423693110326,0.239,0.144,0.716012750691321,"vd1","FBXW5"
"CEP781",2.18362060145288e-05,0.274240285047123,0.183,0.099,0.73197146181302,"vd1","CEP78"
"APMAP1",2.47460706298921e-05,0.270040024772345,0.356,0.251,0.829513033584614,"vd1","APMAP"
"TIMP11",2.7404213646997e-05,-0.292584726578246,0.067,0.165,0.918616645660986,"vd1","TIMP1"
"PRKCB",2.76356098385129e-05,0.303598565785979,0.275,0.18,0.926373277396791,"vd1","PRKCB"
"TTC39C",2.7759902265094e-05,-0.288238644725447,0.07,0.171,0.930539683828216,"vd1","TTC39C"
"XCL11",2.81867344677086e-05,0.309386632520818,0.18,0.096,0.944847526092059,"vd1","XCL1"
"AKR1C31",2.98013264063611e-05,-0.362400426490384,0.025,0.101,0.998970262467631,"vd1","AKR1C3"
"MRPL51",3.37373502644186e-05,0.259098493577107,0.313,0.215,1,"vd1","MRPL51"
"SLC9A3R11",3.52189491381604e-05,0.282975410780947,0.38,0.287,1,"vd1","SLC9A3R1"
"PPP1R12A",3.52558653806595e-05,0.256901898186792,0.289,0.19,1,"vd1","PPP1R12A"
"TMIGD21",3.62917165748584e-05,-0.295857287077656,0.035,0.116,1,"vd1","TMIGD2"
"IQGAP11",6.17209417835015e-05,0.304960366010331,0.261,0.171,1,"vd1","IQGAP1"
"MED6",6.20478472668577e-05,0.259943054188852,0.176,0.1,1,"vd1","MED6"
"PAIP2",6.76583905427564e-05,0.279899401625288,0.468,0.376,1,"vd1","PAIP2"
"MT2A",7.10566356084012e-05,0.296411238053662,0.447,0.358,1,"vd1","MT2A"
"PLP21",8.81475885584887e-05,-0.272564588556576,0.081,0.175,1,"vd1","PLP2"
"SLC4A7",9.05137603237545e-05,0.258757989300171,0.144,0.076,1,"vd1","SLC4A7"
"PBXIP1",9.95642130869415e-05,-0.253155192993474,0.07,0.161,1,"vd1","PBXIP1"
"FKBP11",0.000100531185539556,-0.287836374572459,0.201,0.321,1,"vd1","FKBP11"
"SYNE1",0.000124944676175728,0.255347189060991,0.285,0.197,1,"vd1","SYNE1"
"RGS101",0.000128692347589769,-0.25337527558899,0.134,0.244,1,"vd1","RGS10"
"CD74",0.000138012849903385,0.298552520950058,0.521,0.442,1,"vd1","CD74"
"SERPINB6",0.000138989340623506,0.251297340104928,0.137,0.073,1,"vd1","SERPINB6"
"SKAP11",0.000149996232925642,0.25826672365562,0.356,0.263,1,"vd1","SKAP1"
"TMEM1231",0.000159440359703119,-0.27119403247502,0.208,0.322,1,"vd1","TMEM123"
"ZBTB7A",0.000184714879562173,0.257704910949727,0.19,0.116,1,"vd1","ZBTB7A"
"RPS6KA1",0.000186582140019319,0.259536704810343,0.201,0.123,1,"vd1","RPS6KA1"
"MYO1G1",0.00019975958472646,0.295163831971343,0.37,0.282,1,"vd1","MYO1G"
"WAS",0.000210127086794226,0.258516091003846,0.25,0.167,1,"vd1","WAS"
"KLRC12",0.000233858453047466,-0.408668168521464,0.046,0.118,1,"vd1","KLRC1"
"KLF6",0.00034001507675014,0.27502405981676,0.451,0.366,1,"vd1","KLF6"
"ZFAS11",0.000383808996328591,-0.271874950250507,0.349,0.459,1,"vd1","ZFAS1"
"CIB1",0.00054920381160213,0.257817127039637,0.363,0.288,1,"vd1","CIB1"
"PYCARD",0.000760438874545347,0.261241488372548,0.243,0.171,1,"vd1","PYCARD"
"CCDC88C",0.0010475928829732,0.261775652610093,0.275,0.205,1,"vd1","CCDC88C"
"IFI27L2",0.00110362803113673,0.263167061326125,0.218,0.152,1,"vd1","IFI27L2"
"TLN1",0.0101039168882096,0.256374401304075,0.25,0.2,1,"vd1","TLN1"
"SPON22",0.0875338449189162,-0.371240481685141,0.246,0.286,1,"vd1","SPON2"
"TRDC2",2.27323175512408e-93,1.33988952552949,0.975,0.349,7.62010016635144e-89,"vd2","TRDC"
"TRGC13",2.97692299582051e-89,1.32232066171126,0.848,0.232,9.97894357428994e-85,"vd2","TRGC1"
"KLRC13",6.17201605508213e-53,1.09033086453609,0.422,0.073,2.06892150182408e-48,"vd2","KLRC1"
"KLRD13",1.02408939782139e-20,0.430731705070151,0.877,0.533,3.43285007043709e-16,"vd2","KLRD1"
"CCL51",3.87317508186872e-17,0.329910274792818,0.995,0.862,1.29832701919321e-12,"vd2","CCL5"
"TRBC21",4.34530987156967e-12,-0.543877111770381,0.417,0.64,1.45659132204887e-07,"vd2","TRBC2"
"CD521",5.74178033210299e-12,0.299424441473128,0.98,0.919,1.92470218512424e-07,"vd2","CD52"
"LTB3",2.24309604370199e-11,-0.72531544478934,0.525,0.677,7.51908224809345e-07,"vd2","LTB"
"KLRG11",2.83048929126404e-10,0.373867340051195,0.676,0.472,9.48808315324621e-06,"vd2","KLRG1"
"CST72",9.90857708452013e-10,0.25424707782587,0.892,0.711,3.32145412450199e-05,"vd2","CST7"
"CD8B2",1.44811334330166e-09,-0.687571114626381,0.064,0.252,4.85422073808148e-05,"vd2","CD8B"
"TRGC23",2.1174489589564e-09,0.326868810116244,0.667,0.467,7.09790065531775e-05,"vd2","TRGC2"
"KLRF13",3.8466617617388e-09,-0.886647324066709,0.157,0.337,0.000128943948915246,"vd2","KLRF1"
"PATL22",5.02650746863855e-09,0.401967377185311,0.211,0.084,0.000168493556856233,"vd2","PATL2"
"CXCR3",6.88177701391436e-09,0.334032795057839,0.167,0.059,0.000230684047283423,"vd2","CXCR3"
"ZNF683",8.49046866479229e-09,0.497512141420637,0.167,0.06,0.000284609000112502,"vd2","ZNF683"
"SELL3",4.76109725494576e-08,0.417404237775896,0.377,0.221,0.00159596741083037,"vd2","SELL"
"ANXA1",8.51846084642702e-08,0.358046716145792,0.652,0.47,0.0028554732603308,"vd2","ANXA1"
"CD8A1",1.01077879582565e-07,-0.495512947851748,0.078,0.249,0.00338823160148715,"vd2","CD8A"
"TRAC3",6.4820850925992e-07,-0.41866214006999,0.574,0.672,0.0217285974389018,"vd2","TRAC"
"A2M-AS1",8.48533175273374e-07,0.324191975142228,0.304,0.169,0.0284436805683388,"vd2","A2M-AS1"
"DUSP21",1.75457550129377e-06,0.358875453564077,0.426,0.278,0.0588151253788684,"vd2","DUSP2"
"PPP2R5C2",2.1734433705555e-06,0.276125268238109,0.618,0.468,0.072855995224391,"vd2","PPP2R5C"
"PABPC11",2.30577611781243e-06,-0.257764832658013,0.755,0.85,0.0772919212451905,"vd2","PABPC1"
"RORA1",2.74649268244624e-06,0.31299659918329,0.534,0.383,0.0920651812082803,"vd2","RORA"
"MT-ND5",6.70831210340808e-06,0.268582344208342,0.814,0.717,0.224869330018342,"vd2","MT-ND5"
"SLC4A103",7.61847669158182e-06,-0.357077289347851,0.015,0.118,0.255378957178514,"vd2","SLC4A10"
"CD2471",9.42138764748871e-06,0.262476943102695,0.559,0.419,0.315814335331469,"vd2","CD247"
"TMIGD22",1.01387005610062e-05,-0.361848020397531,0.015,0.115,0.33985938150549,"vd2","TMIGD2"
"FCER1G3",1.59859751201645e-05,-0.76169719425826,0.069,0.184,0.535865872003034,"vd2","FCER1G"
"HLA-DPB12",2.9267822172493e-05,0.284127123649001,0.363,0.234,0.981086667044137,"vd2","HLA-DPB1"
"TXK1",2.94465468157329e-05,-0.368151225084555,0.108,0.237,0.987077695810181,"vd2","TXK"
"APOBEC3G1",3.17362619057721e-05,0.286597781296932,0.441,0.303,1,"vd2","APOBEC3G"
"RCAN32",3.36651422779406e-05,-0.328867835742413,0.039,0.144,1,"vd2","RCAN3"
"NOSIP2",7.01612706777596e-05,0.291158473446579,0.529,0.414,1,"vd2","NOSIP"
"LDHB2",7.38541123649576e-05,-0.282300189690534,0.485,0.595,1,"vd2","LDHB"
"ORAI1",0.000100054348059398,0.301393963361462,0.23,0.136,1,"vd2","ORAI1"
"FGFBP22",0.000180270263524799,0.287845340912161,0.471,0.346,1,"vd2","FGFBP2"
"CCR73",0.000283505613114358,-0.456174006063671,0.093,0.192,1,"vd2","CCR7"
"CD2261",0.000625247024065134,0.314879174565997,0.152,0.084,1,"vd2","CD226"
"PIK3IP11",0.000794974118964753,-0.297881964349103,0.167,0.278,1,"vd2","PIK3IP1"
"LST11",0.000898607062622572,-0.28888511436291,0.039,0.114,1,"vd2","LST1"
"KLRB12",0.00103824155132132,-0.354188651889783,0.912,0.865,1,"vd2","KLRB1"
"KLF3",0.0014391451154508,0.251918648925241,0.25,0.165,1,"vd2","KLF3"
"P4HB",0.00182900775496363,0.265263840739564,0.387,0.294,1,"vd2","P4HB"
"NCR31",0.00281339108573132,-0.315239082923696,0.181,0.271,1,"vd2","NCR3"
"TMEM120B",0.0043430278867932,0.255038949880399,0.25,0.172,1,"vd2","TMEM120B"
"ZFP36L1",0.00443543671794597,-0.259991587894004,0.181,0.271,1,"vd2","ZFP36L1"
"SERPINB9",0.00457578170315472,0.255401425370999,0.245,0.172,1,"vd2","SERPINB9"
"LYAR1",0.00574073636573242,0.274029142155686,0.475,0.404,1,"vd2","LYAR"
"TCF71",0.00728275268581976,-0.268791745727989,0.191,0.273,1,"vd2","TCF7"
"PHYKPL",0.00857538056209055,0.261073140813229,0.172,0.114,1,"vd2","PHYKPL"
"TYROBP3",0.413677105118469,-0.276007440195995,0.417,0.418,1,"vd2","TYROBP"
"KLRB13",2.25118223436818e-116,0.915300660420422,1,0.839,7.54618796782556e-112,"MAIT","KLRB1"
"SLC4A104",8.17446533895482e-65,0.756137347223829,0.351,0.051,2.74016252627105e-60,"MAIT","SLC4A10"
"GZMK3",1.36683007278753e-62,0.800859722861556,0.791,0.336,4.58175108699106e-58,"MAIT","GZMK"
"TMSB102",7.34846487030765e-62,-0.470626442910123,0.995,0.999,2.46327890917583e-57,"MAIT","TMSB10"
"IL7R3",4.01513023025435e-48,0.679204336256783,0.882,0.528,1.34591180448356e-43,"MAIT","IL7R"
"LTB4",1.38365019220115e-42,0.713143594023803,0.893,0.609,4.63813380927747e-38,"MAIT","LTB"
"GZMH3",2.14735891103792e-38,-1.35842870711384,0.178,0.501,7.19816180569022e-34,"MAIT","GZMH"
"TRDC3",8.11870874806238e-37,-1.45458706217253,0.149,0.473,2.72147235943799e-32,"MAIT","TRDC"
"LST12",6.00261538257931e-34,0.625458283247678,0.277,0.067,2.01213670239441e-29,"MAIT","LST1"
"GZMB3",6.85579236943142e-34,-1.39818552453195,0.228,0.516,2.29813016015711e-29,"MAIT","GZMB"
"JAML2",2.97819507122443e-32,0.599990771571336,0.353,0.113,9.98320769825141e-28,"MAIT","JAML"
"GNLY3",3.91696030016349e-32,-1.55257645941484,0.615,0.765,1.3130042622178e-27,"MAIT","GNLY"
"FGFBP23",9.62706120329231e-31,-1.35704444810247,0.126,0.412,3.22708718595562e-26,"MAIT","FGFBP2"
"KLRD14",1.88770225537469e-29,-1.03914815026837,0.393,0.608,6.32776673024148e-25,"MAIT","KLRD1"
"PHACTR22",9.32070376254554e-29,0.51571685869941,0.343,0.112,3.12439310824289e-24,"MAIT","PHACTR2"
"RPLP02",1.33116154427714e-26,0.318942657951503,0.992,0.945,4.46218661257141e-22,"MAIT","RPLP0"
"CXCR61",7.88848892508885e-25,0.476646308469744,0.225,0.058,2.64430037257903e-20,"MAIT","CXCR6"
"RPL172",7.37300204602335e-24,0.297248995264217,0.982,0.927,2.47150401584749e-19,"MAIT","RPL17"
"GPR1712",4.00102651790736e-22,0.495340350725929,0.414,0.18,1.34118409906772e-17,"MAIT","GPR171"
"FCGR3A3",1.84403083471503e-21,-0.97175715075485,0.063,0.282,6.18137576104826e-17,"MAIT","FCGR3A"
"CCL43",1.53629471613529e-20,-0.87922867074657,0.254,0.472,5.1498135179571e-16,"MAIT","CCL4"
"TRBC11",2.88984269974718e-20,-0.639096152162978,0.372,0.579,9.68704171382251e-16,"MAIT","TRBC1"
"KLRG12",3.8468722010412e-20,0.391699487599661,0.728,0.438,1.28951003051102e-15,"MAIT","KLRG1"
"TYROBP4",4.58964463569245e-20,-0.999377150010623,0.241,0.458,1.53849477833047e-15,"MAIT","TYROBP"
"S100A4",1.10519718265267e-19,0.258129400574728,0.99,0.927,3.70473147597001e-15,"MAIT","S100A4"
"AQP32",9.90607819375841e-19,0.461090853714863,0.28,0.11,3.32061647132976e-14,"MAIT","AQP3"
"SPON23",1.21321954844499e-17,-0.98593315846857,0.12,0.317,4.06683324834244e-13,"MAIT","SPON2"
"CCR6",2.11901223284872e-17,0.34307599366143,0.175,0.049,7.1031409057322e-13,"MAIT","CCR6"
"ZEB23",3.74987923736744e-17,-0.751712103803092,0.045,0.23,1.25699701915794e-12,"MAIT","ZEB2"
"FCRL63",8.44419554889211e-17,-0.626205920554247,0.018,0.189,2.83057878994413e-12,"MAIT","FCRL6"
"CTSA",2.71493813049845e-16,0.414068466293317,0.215,0.074,9.10074410724386e-12,"MAIT","CTSA"
"SRGN3",4.31434411298681e-15,-0.534272458412452,0.565,0.7,1.44621129011431e-10,"MAIT","SRGN"
"S100A6",5.88857640632641e-15,0.267623104963421,0.948,0.84,1.97390969716468e-10,"MAIT","S100A6"
"LITAF3",1.28005011267013e-14,-0.515614669009566,0.366,0.523,4.29085598268153e-10,"MAIT","LITAF"
"CX3CR12",1.70173718231808e-14,-0.638853559201817,0.039,0.198,5.70439320884845e-10,"MAIT","CX3CR1"
"NCR32",2.57705744442628e-14,0.390218901578734,0.424,0.224,8.63855425946133e-10,"MAIT","NCR3"
"MYC2",2.92069587671239e-14,0.434719399669153,0.403,0.223,9.79046464832761e-10,"MAIT","MYC"
"PLAC82",8.91994717666481e-14,-0.566110682442019,0.387,0.544,2.99005549308981e-09,"MAIT","PLAC8"
"IFITM22",1.02247151549293e-13,-0.457014146317878,0.691,0.784,3.42742676708385e-09,"MAIT","IFITM2"
"C1orf1621",1.17391043720345e-13,-0.564906744417291,0.055,0.215,3.93506517654968e-09,"MAIT","C1orf162"
"FCER1G4",1.33360950744417e-13,-0.967594124090577,0.05,0.201,4.4703924299036e-09,"MAIT","FCER1G"
"TMIGD23",2.54442082233685e-13,0.303023545371534,0.212,0.08,8.52915303855535e-09,"MAIT","TMIGD2"
"ITGB22",3.17486621119098e-13,-0.505832975293423,0.497,0.603,1.06424690265333e-08,"MAIT","ITGB2"
"ZBTB162",7.74094528672018e-13,0.336659154621776,0.238,0.097,2.59484226956147e-08,"MAIT","ZBTB16"
"DPP41",1.64725038179203e-12,0.294351356102128,0.173,0.062,5.52174800480506e-08,"MAIT","DPP4"
"ATF7IP21",2.45949533154443e-12,0.361389123617569,0.262,0.12,8.24447430087008e-08,"MAIT","ATF7IP2"
"CD40LG3",2.70773079562052e-12,0.35860504048721,0.275,0.131,9.07658439999954e-08,"MAIT","CD40LG"
"XCL12",1.15612617502479e-11,-0.476057541301373,0.01,0.131,3.87545055130061e-07,"MAIT","XCL1"
"NBEAL11",1.99228214226228e-11,0.258466094022698,0.895,0.779,6.67832896907739e-07,"MAIT","NBEAL1"
"RAP1B1",2.38407882502371e-11,-0.421826029617187,0.406,0.542,7.99167062936197e-07,"MAIT","RAP1B"
"LGALS13",2.46352308317954e-11,-0.772188774772969,0.154,0.3,8.25797572712612e-07,"MAIT","LGALS1"
"DUSP11",6.34799742375634e-11,0.301249473715265,0.202,0.085,2.12791221641736e-06,"MAIT","DUSP1"
"PRSS231",6.66110009231515e-11,-0.503754995160491,0.018,0.134,2.23286736194496e-06,"MAIT","PRSS23"
"NKG73",1.10677346582323e-10,-0.521888713706562,0.974,0.915,3.71001533478605e-06,"MAIT","NKG7"
"CEBPD3",1.61014429975571e-10,0.32008742322286,0.283,0.141,5.39736470721111e-06,"MAIT","CEBPD"
"IFNGR1",2.6742773035015e-10,0.25530570916038,0.317,0.16,8.96444494906737e-06,"MAIT","IFNGR1"
"FYB1",3.62297110558667e-10,-0.449480175370349,0.27,0.414,1.21445614430371e-05,"MAIT","FYB"
"SELL4",3.86009177132996e-10,-0.4839972519578,0.12,0.264,1.29394136266752e-05,"MAIT","SELL"
"ELK3",4.80508368760228e-10,0.285297067961946,0.131,0.046,1.61071210292116e-05,"MAIT","ELK3"
"ADGRG12",6.9555009995035e-10,-0.421779644470799,0.039,0.158,2.33155349004357e-05,"MAIT","ADGRG1"
"CCR74",1.18814827388192e-09,-0.560496005789242,0.079,0.206,3.9827918288796e-05,"MAIT","CCR7"
"KLRF14",1.58517990435228e-09,-0.754168363629227,0.223,0.341,5.31368155737927e-05,"MAIT","KLRF1"
"SIT12",2.45412029445547e-09,0.295319275431921,0.28,0.15,8.22645663904417e-05,"MAIT","SIT1"
"AC092580.43",2.80405740282577e-09,0.256497555112941,0.558,0.361,9.39948082001225e-05,"MAIT","AC092580.4"
"ITGB1",3.57990670166665e-09,-0.457847209619574,0.118,0.25,0.000120002052546568,"MAIT","ITGB1"
"RORA2",4.36244512031264e-09,0.308193337612396,0.534,0.366,0.000146233522878,"MAIT","RORA"
"ODF2L1",4.67230934510801e-09,0.322758090009753,0.403,0.249,0.000156620481557366,"MAIT","ODF2L"
"TRAF5",7.10451448557791e-09,0.250283052966409,0.16,0.067,0.000238150430071057,"MAIT","TRAF5"
"CLIC32",8.45725973081491e-09,-0.628006459520721,0.154,0.278,0.000283495803436647,"MAIT","CLIC3"
"HLA-DPB13",8.47545082711928e-09,-0.468531572159243,0.144,0.271,0.000284105587175865,"MAIT","HLA-DPB1"
"EFHD21",1.07792077353686e-08,-0.485448903030238,0.181,0.3,0.000361329822497291,"MAIT","EFHD2"
"FKBP111",1.16937431424129e-08,0.296675175330893,0.44,0.273,0.000391985963876822,"MAIT","FKBP11"
"AKR1C32",1.1945889832301e-08,-0.447203404664608,0.016,0.108,0.000400438173068562,"MAIT","AKR1C3"
"IFITM12",1.67821891985442e-08,-0.337653232629932,0.531,0.624,0.000562555764124402,"MAIT","IFITM1"
"PRDM1",3.06011255263806e-08,0.277147579645722,0.38,0.227,0.0010257803287698,"MAIT","PRDM1"
"ARID5B1",3.78484703503528e-08,-0.3475164975113,0.021,0.114,0.00126871857461418,"MAIT","ARID5B"
"FGR3",6.95394777010691e-08,-0.415970115790306,0.06,0.161,0.00233103283201754,"MAIT","FGR"
"ARPC22",1.00042241642453e-07,-0.292771159399384,0.775,0.819,0.00335351598209665,"MAIT","ARPC2"
"YWHAH",1.28045249967759e-07,0.253475839575585,0.202,0.1,0.00429220482416925,"MAIT","YWHAH"
"SERINC51",1.78653911069062e-07,-0.297081886377242,0.026,0.114,0.00598865775294604,"MAIT","SERINC5"
"CCL33",1.86894899910827e-07,-0.506243722555187,0.026,0.112,0.00626490393991085,"MAIT","CCL3"
"C1orf212",2.08704929026187e-07,-0.373247838147114,0.039,0.131,0.00699599792588681,"MAIT","C1orf21"
"TRGC14",2.09738278743062e-07,-0.647434004288401,0.212,0.313,0.00703063684174618,"MAIT","TRGC1"
"CD272",2.1546787251243e-07,0.258633101670747,0.406,0.262,0.00722269855448918,"MAIT","CD27"
"AES",2.41284478251372e-07,-0.292599856312007,0.429,0.55,0.00808809699546424,"MAIT","AES"
"TIGIT1",3.58497392684032e-07,-0.362620251382634,0.021,0.102,0.0120171911001614,"MAIT","TIGIT"
"HOPX1",3.81746551075157e-07,-0.440378969392277,0.374,0.463,0.0127965261385903,"MAIT","HOPX"
"CD2472",4.77048218121872e-07,-0.373215272590769,0.338,0.455,0.0159911333196633,"MAIT","CD247"
"MBP3",5.01205155482971e-07,-0.388273025417276,0.225,0.337,0.0168008980169447,"MAIT","MBP"
"GSTP11",7.8312887383003e-07,-0.328140165178161,0.291,0.402,0.0262512629796564,"MAIT","GSTP1"
"CST73",9.26031657014244e-07,-0.395662745725542,0.764,0.721,0.0310415071747745,"MAIT","CST7"
"FAM49B1",1.05993412776963e-06,-0.322181560377203,0.414,0.499,0.0355300518969658,"MAIT","FAM49B"
"UCP21",1.1115524298372e-06,-0.293191860866182,0.442,0.536,0.0372603490005727,"MAIT","UCP2"
"FOXP11",1.85805327196276e-06,-0.371567771732216,0.217,0.328,0.0622838037294637,"MAIT","FOXP1"
"CDC42EP3",3.49833155535871e-06,0.258079781781996,0.327,0.207,0.117267572067179,"MAIT","CDC42EP3"
"CYBA2",3.67158088502306e-06,-0.265996408763588,0.746,0.804,0.123075062846858,"MAIT","CYBA"
"KLF21",3.78313612212044e-06,-0.277293309312807,0.364,0.462,0.126814505949599,"MAIT","KLF2"
"TPST21",5.0336055847021e-06,-0.363477969854339,0.141,0.236,0.168731492804799,"MAIT","TPST2"
"TBX212",5.08516772779e-06,-0.344124584794593,0.058,0.138,0.170459907403249,"MAIT","TBX21"
"APMAP2",5.93926572033229e-06,-0.336663526951581,0.186,0.284,0.199090126211259,"MAIT","APMAP"
"LINC00152",1.09968485550992e-05,-0.300789676975976,0.079,0.164,0.36862536041548,"MAIT","LINC00152"
"CD992",1.99159744207748e-05,-0.299139801141219,0.479,0.548,0.667603378558791,"MAIT","CD99"
"PRKCB1",2.11261553795282e-05,-0.303122311234412,0.12,0.21,0.708169854477163,"MAIT","PRKCB"
"C12orf752",2.15919448680957e-05,-0.343262817524801,0.325,0.399,0.723783583923436,"MAIT","C12orf75"
"LSP11",2.19975990442084e-05,-0.288745972244428,0.38,0.461,0.737381517560911,"MAIT","LSP1"
"CRBN",2.70572890368626e-05,-0.278044065625207,0.162,0.255,0.906987385804671,"MAIT","CRBN"
"CD300A1",3.28991137567258e-05,-0.298747822090939,0.052,0.123,1,"MAIT","CD300A"
"CTSD1",3.69340059010241e-05,-0.321013547254635,0.139,0.223,1,"MAIT","CTSD"
"LEF12",4.00233963237749e-05,-0.30811538035196,0.065,0.14,1,"MAIT","LEF1"
"KLRC14",5.020847614982e-05,-0.454309058524962,0.052,0.121,1,"MAIT","KLRC1"
"HN11",6.46003035112491e-05,-0.283133000010288,0.089,0.165,1,"MAIT","HN1"
"LINC00861",6.57170826122678e-05,-0.251781135973779,0.393,0.463,1,"MAIT","LINC00861"
"CLEC2D1",7.17708355459105e-05,-0.252915823061226,0.455,0.529,1,"MAIT","CLEC2D"
"UBE2F1",8.60552413101753e-05,-0.251471350533105,0.058,0.127,1,"MAIT","UBE2F"
"DOK22",0.00010172840500378,-0.270479736001021,0.215,0.299,1,"MAIT","DOK2"
"RUNX31",0.000109823072400742,-0.262889533171114,0.157,0.241,1,"MAIT","RUNX3"
"PATL23",0.000171200444243321,-0.284702966798415,0.047,0.108,1,"MAIT","PATL2"
"PLEKHA1",0.00018760899946807,-0.251115394464491,0.115,0.19,1,"MAIT","PLEKHA1"
"PLEK3",0.00022542955420921,-0.361016208895255,0.243,0.304,1,"MAIT","PLEK"
"IFI27L21",0.000287235821641622,-0.283017322388702,0.105,0.174,1,"MAIT","IFI27L2"
"CALR1",0.000295300409717682,-0.255389225349068,0.353,0.416,1,"MAIT","CALR"
"ITGAL1",0.00031212312810904,-0.280118054066745,0.165,0.233,1,"MAIT","ITGAL"
"SUN21",0.000396202942766419,-0.260599490597098,0.199,0.275,1,"MAIT","SUN2"
"AKAP131",0.000460249456958481,-0.270391958582006,0.301,0.358,1,"MAIT","AKAP13"
"ABI31",0.000480841856365065,-0.295941043412614,0.154,0.222,1,"MAIT","ABI3"
"SYTL31",0.000660146902186409,-0.308269566305167,0.115,0.177,1,"MAIT","SYTL3"
"HLA-DPA11",0.000793338552629998,-0.282679172255724,0.097,0.158,1,"MAIT","HLA-DPA1"
"DBI1",0.000826899041950807,-0.259298959287024,0.374,0.423,1,"MAIT","DBI"
"ID21",0.00140274710445424,-0.287021689222283,0.618,0.641,1,"MAIT","ID2"
"JAK11",0.00156700898810516,-0.25917070803626,0.403,0.453,1,"MAIT","JAK1"
"IL2RB1",0.00199241901304007,-0.311101062390596,0.165,0.22,1,"MAIT","IL2RB"
"PRF12",0.0290467484879193,-0.315214908729648,0.636,0.599,1,"MAIT","PRF1"
"TRDC4",2.08688526289047e-216,1.83079815100125,0.932,0.248,6.99544808973514e-212,"gd","TRDC"
"TRGC15",4.03689446986766e-103,1.38825343526787,0.641,0.184,1.35320739524434e-98,"gd","TRGC1"
"CCL52",3.57291966776321e-75,0.665760598561632,0.977,0.844,1.19767840183091e-70,"gd","CCL5"
"KLRD15",1.58813106207868e-52,0.56865860894444,0.848,0.479,5.32357413319394e-48,"gd","KLRD1"
"RPL132",1.5306429056516e-41,-0.268549396068186,1,0.999,5.13086808403473e-37,"gd","RPL13"
"NKG74",2.55218635573324e-39,0.412813609398173,0.988,0.906,8.55518388305339e-35,"gd","NKG7"
"GNLY4",7.86088753612425e-38,0.418128858419941,0.883,0.691,2.63504811098421e-33,"gd","GNLY"
"LTB5",8.2481039432507e-38,-0.80744953970686,0.48,0.72,2.76484692281707e-33,"gd","LTB"
"GZMH4",6.5347973918978e-37,0.710676463096994,0.652,0.373,2.19052943373806e-32,"gd","GZMH"
"KLRC21",1.90167529409171e-36,0.860184518435609,0.199,0.032,6.37460575332484e-32,"gd","KLRC2"
"TRAC4",1.14613199365921e-32,-0.663098893439741,0.484,0.718,3.84194905594504e-28,"gd","TRAC"
"RPL342",7.55516851992377e-32,-0.274528680639244,1,1,2.53256803956365e-27,"gd","RPL34"
"TIGIT2",5.461980662388e-29,0.588727836481549,0.209,0.048,1.83091053783908e-24,"gd","TIGIT"
