"p_val","avg_logFC","pct.1","pct.2","p_val_adj","type","gene"
"RP4-594I10.31",6.08603859697856e-17,0.309233377804075,0.16,0.047,2.04010099809318e-12,"ab","RP4-594I10.3"
"PYHIN13",6.26681917430298e-17,-0.492354796857495,0.154,0.339,2.1007004554181e-12,"ab","PYHIN1"
"CHMP71",6.34793134284087e-17,0.309837450716391,0.154,0.043,2.12789006543369e-12,"ab","CHMP7"
"IL6ST1",6.57482934421486e-17,0.2642666316921,0.113,0.023,2.20394854447426e-12,"ab","IL6ST"
"EEF1B24",8.94258229455829e-17,0.272420267062831,0.93,0.84,2.99764301095888e-12,"ab","EEF1B2"
"EFHD24",1.44417264567892e-16,-0.527478744289738,0.147,0.324,4.84101112558032e-12,"ab","EFHD2"
"MCUB3",1.4539838736266e-16,0.367632673119814,0.28,0.121,4.87389934278372e-12,"ab","MCUB"
"BIRC32",1.69420318775962e-16,0.34602832178425,0.209,0.076,5.67913850568903e-12,"ab","BIRC3"
"SNHG253",1.77752211626082e-16,0.385229340579407,0.553,0.348,5.9584318859179e-12,"ab","SNHG25"
"CALM12",2.46794658204958e-16,-0.302191359879877,0.761,0.832,8.27280373768839e-12,"ab","CALM1"
"PLAC85",2.84532374973153e-16,-0.563449418007617,0.419,0.548,9.53780974147507e-12,"ab","PLAC8"
"MAML2",4.80930802944502e-16,0.263433974593319,0.113,0.025,1.61212814455026e-11,"ab","MAML2"
"XBP13",4.93288149977491e-16,-0.479572072498074,0.289,0.448,1.65355120753955e-11,"ab","XBP1"
"PRDM13",6.82407563494805e-16,-0.472710598397082,0.124,0.303,2.28749839359094e-11,"ab","PRDM1"
"GPR1551",7.61499307847358e-16,0.299682265416905,0.154,0.046,2.55262182983513e-11,"ab","GPR155"
"PHACTR25",1.0416816276698e-15,-0.443804067218898,0.049,0.193,3.49182098411194e-11,"ab","PHACTR2"
"SARAF1",2.07182799543418e-15,0.306133203640053,0.842,0.706,6.94497462349490e-11,"ab","SARAF"
"SEPT72",3.14748761504058e-15,-0.369331611856874,0.468,0.621,1.05506932343775e-10,"ab","SEPT7"
"GPR1834",3.42067545503596e-15,0.408677322018614,0.256,0.112,1.1466446192826e-10,"ab","GPR183"
"CD1604",5.63010993719939e-15,-0.515528554414582,0.041,0.177,1.88726915204861e-10,"ab","CD160"
"CD995",6.51523754491911e-15,-0.400988170701501,0.429,0.572,2.18397277743233e-10,"ab","CD99"
"OAZ11",7.27628092312757e-15,-0.27683741518727,0.778,0.837,2.43908212824159e-10,"ab","OAZ1"
"CD275",1.09773511835177e-14,0.335063042870009,0.43,0.239,3.67971789022697e-10,"ab","CD27"
"FGFBP26",1.19038801291612e-14,-0.692766979785641,0.242,0.4,3.99029965809614e-10,"ab","FGFBP2"
"LINC015503",2.38119527962063e-14,0.287817819324149,0.18,0.064,7.98200469681632e-10,"ab","LINC01550"
"SLC4A108",2.86430745217408e-14,-0.432139122867283,0.021,0.138,9.60144501043274e-10,"ab","SLC4A10"
"APOBEC3G4",3.73195164614171e-14,-0.39900904596683,0.19,0.362,1.25098751130316e-09,"ab","APOBEC3G"
"PLEK6",4.89132385034638e-14,-0.451291814727361,0.171,0.336,1.63962066787461e-09,"ab","PLEK"
"PSME12",7.63318381468204e-14,-0.294525528987815,0.66,0.751,2.55871954651957e-09,"ab","PSME1"
"KLRC18",8.59218248936808e-14,-0.626064367616349,0.023,0.138,2.88018549226107e-09,"ab","KLRC1"
"SYNE22",1.11965850842503e-13,-0.411130906371526,0.214,0.376,3.75320728609154e-09,"ab","SYNE2"
"PIP4K2A2",1.83487125945986e-13,-0.407435309048811,0.308,0.457,6.15067194883539e-09,"ab","PIP4K2A"
"CD2475",4.36592770725143e-13,-0.52368254366851,0.344,0.464,1.46350262674775e-08,"ab","CD247"
"GAPDH1",4.59901734054737e-13,-0.271902605530654,0.722,0.811,1.54163660272488e-08,"ab","GAPDH"
"CHST123",4.63486549858824e-13,-0.43103040872064,0.212,0.366,1.55365326378176e-08,"ab","CHST12"
"ANXA13",6.13104327703147e-13,-0.353680077141419,0.372,0.529,2.05518701689372e-08,"ab","ANXA1"
"A2M-AS13",1.00372400846649e-12,-0.380074063793345,0.079,0.219,3.36458324878053e-08,"ab","A2M-AS1"
"LCP13",1.09883774959599e-12,-0.38582185114403,0.338,0.482,3.68341402042073e-08,"ab","LCP1"
"NAP1L12",1.49438506679021e-12,0.281607851579348,0.711,0.524,5.00932818238747e-08,"ab","NAP1L1"
"IFNGR13",2.27918999861909e-12,-0.400511823056507,0.09,0.225,7.64007279437107e-08,"ab","IFNGR1"
"APMAP5",2.37630527343594e-12,-0.452503570002332,0.165,0.301,7.96561290708461e-08,"ab","APMAP"
"SNHG71",2.6605336873505e-12,0.283926374462667,0.201,0.085,8.91837497336762e-08,"ab","SNHG7"
"PDIA32",2.69804089697276e-12,-0.35584454615085,0.306,0.45,9.04410289074238e-08,"ab","PDIA3"
"ADRB22",3.34952804281541e-12,-0.379984025172406,0.1,0.237,1.12279529523215e-07,"ab","ADRB2"
"IL2RB4",5.29556948852882e-12,-0.482008524137399,0.113,0.244,1.77512784824974e-07,"ab","IL2RB"
"PPP2R5C5",6.22983828013784e-12,-0.344713455365416,0.385,0.517,2.08830408988501e-07,"ab","PPP2R5C"
"SAMD32",8.0240878930085e-12,-0.351508509512397,0.177,0.326,2.68975450261538e-07,"ab","SAMD3"
"ARL4C2",1.04186030611216e-11,-0.384596245980373,0.335,0.465,3.49241993211859e-07,"ab","ARL4C"
"CTSC3",1.24724099156366e-11,-0.409415835921023,0.209,0.354,4.18087652782056e-07,"ab","CTSC"
"OXNAD11",1.79607978087249e-11,0.289444423378192,0.218,0.099,6.02063903346266e-07,"ab","OXNAD1"
"PTGER22",2.81279269351157e-11,-0.414743493137284,0.137,0.267,9.42876238792013e-07,"ab","PTGER2"
"ITK1",3.37274557974089e-11,0.261308901761031,0.214,0.097,1.13057804578494e-06,"ab","ITK"
"DHRS72",3.56401366158874e-11,-0.393130587378864,0.25,0.381,1.19469301950116e-06,"ab","DHRS7"
"RHOC3",5.35746879178337e-11,-0.43261107757066,0.12,0.247,1.7958771136937e-06,"ab","RHOC"
"FCER1G8",5.46057805867597e-11,-0.860439467771249,0.09,0.202,1.83044037104877e-06,"ab","FCER1G"
"LY6E3",7.21284528239678e-11,-0.331688541617402,0.432,0.545,2.41781786711223e-06,"ab","LY6E"
"CXXC53",7.44794014365071e-11,-0.349784791703321,0.024,0.121,2.49662401555316e-06,"ab","CXXC5"
"C12orf755",1.43709268863405e-10,-0.366385010508064,0.284,0.421,4.8172784015702e-06,"ab","C12orf75"
"S100A111",1.57164603575697e-10,-0.292009728387362,0.4,0.529,5.26831467646094e-06,"ab","S100A11"
"PPIB2",1.83523870111495e-10,-0.307850145300391,0.438,0.549,6.15190365000741e-06,"ab","PPIB"
"GPR1715",2.00742160735829e-10,-0.390855253140523,0.132,0.257,6.72907797002574e-06,"ab","GPR171"
"SPON27",2.52292392114851e-10,-0.753796153194113,0.197,0.31,8.45709327608193e-06,"ab","SPON2"
"CD8A5",7.19518883752284e-10,0.348052766137858,0.329,0.197,2.41189925022603e-05,"ab","CD8A"
"CISD33",9.13823585534763e-10,-0.365278311758573,0.085,0.194,3.06322804107108e-05,"ab","CISD3"
"CKLF2",1.0243013294276e-09,-0.356306573569681,0.231,0.352,3.43356048637425e-05,"ab","CKLF"
"AKR1C35",1.15875576317372e-09,-0.423902005266684,0.026,0.113,3.88426519373461e-05,"ab","AKR1C3"
"FKBP113",1.75687084741906e-09,-0.355128886873302,0.212,0.336,5.88920676763345e-05,"ab","FKBP11"
"ZFAS13",2.05178804642012e-09,0.276168671359347,0.564,0.402,6.87779871040489e-05,"ab","ZFAS1"
"FGR7",2.11382299601767e-09,-0.369043395910757,0.068,0.169,7.08574606495084e-05,"ab","FGR"
"JAK14",2.59050153289808e-09,-0.387724398039429,0.374,0.468,8.68362018842767e-05,"ab","JAK1"
"CDC42EP32",2.63229017749234e-09,-0.344983927457188,0.143,0.26,8.82369990397207e-05,"ab","CDC42EP3"
"MT-ND52",2.89182406912606e-09,-0.276199803561288,0.695,0.737,9.69368346211748e-05,"ab","MT-ND5"
"LEPROTL12",3.73085587390481e-09,0.291684744975248,0.457,0.301,0.000125062019749163,"ab","LEPROTL1"
"GUK11",4.0660507290531e-09,-0.300200933525706,0.419,0.504,0.000136298086488589,"ab","GUK1"
"SYTL34",5.84880756125981e-09,-0.381410702351494,0.088,0.192,0.00019605787826099,"ab","SYTL3"
"RAP1B3",6.33417870729445e-09,-0.344833945422942,0.462,0.536,0.000212328004447217,"ab","RAP1B"
"MBP7",6.76685467588297e-09,-0.416533271070177,0.241,0.343,0.000226831735590273,"ab","MBP"
"ABHD17A2",1.03568451929258e-08,-0.368051680638747,0.13,0.239,0.000347171807712067,"ab","ABHD17A"
"BIN22",1.29577349822319e-08,-0.290124217228622,0.423,0.508,0.000434356234339395,"ab","BIN2"
"IDI13",1.34443960776682e-08,-0.393605123976962,0.094,0.191,0.000450669600919516,"ab","IDI1"
"TMEM1233",1.354725485094e-08,0.311266876624415,0.406,0.271,0.000454117529858359,"ab","TMEM123"
"TRG-AS14",1.37884912911199e-08,-0.379872732315046,0.103,0.205,0.00046220401656963,"ab","TRG-AS1"
"BCL11B2",1.74930366607375e-08,0.263786284630462,0.333,0.201,0.000586384081904582,"ab","BCL11B"
"PPP1CA2",1.94256218690769e-08,-0.306924562075229,0.423,0.507,0.000651166270673328,"ab","PPP1CA"
"GLRX3",2.02574363834568e-08,-0.325202052008958,0.25,0.358,0.000679049525009856,"ab","GLRX"
"XCL16",2.22130490225118e-08,-0.367147695747518,0.045,0.13,0.00074460361628362,"ab","XCL1"
"SEC61B1",2.24746150332606e-08,-0.330768236864519,0.35,0.438,0.000753371570529928,"ab","SEC61B"
"DOK26",2.44353635925544e-08,-0.35383258568794,0.203,0.311,0.000819097822986016,"ab","DOK2"
"CXCR62",2.54948069887432e-08,-0.275471203308629,0.03,0.11,0.00085461142506966,"ab","CXCR6"
"NOSIP4",3.00480639701758e-08,0.274930347605587,0.539,0.386,0.00100724115234426,"ab","NOSIP"
"OSTF13",3.10163568185326e-08,-0.319065700531821,0.235,0.349,0.00103969929691403,"ab","OSTF1"
"RP11-539L10.2",4.52271971766149e-08,-0.278303027912478,0.028,0.104,0.00151606087655731,"ab","RP11-539L10.2"
"ICAM32",5.20324278650282e-08,-0.307610853863279,0.368,0.449,0.00174417901446361,"ab","ICAM3"
"GNPTAB3",5.45206200725133e-08,-0.353934514835161,0.085,0.177,0.00182758570545072,"ab","GNPTAB"
"SNHG82",5.47977850749414e-08,0.257392972849991,0.414,0.279,0.00183687655349711,"ab","SNHG8"
"RORA4",5.72357120577025e-08,-0.325063501046355,0.331,0.422,0.00191859830388624,"ab","RORA"
"PTGDR2",6.25411646796337e-08,-0.293141492326636,0.056,0.146,0.002096442381226,"ab","PTGDR"
"CFLAR3",7.09530315937862e-08,-0.3300173697704,0.241,0.346,0.00237841657205531,"ab","CFLAR"
"DNAJC13",7.92460581945274e-08,-0.326978688003089,0.096,0.19,0.00265640711673875,"ab","DNAJC1"
"CASP12",1.03274396226351e-07,-0.314396187765348,0.179,0.28,0.0034618610359035,"ab","CASP1"
"SLAMF72",1.15643401964066e-07,-0.255957949408054,0.036,0.114,0.00387648247723744,"ab","SLAMF7"
"MSN2",1.46488409159054e-07,-0.349409123462293,0.267,0.362,0.00491043796342064,"ab","MSN"
"IRF12",1.6499464140294e-07,-0.27459311747002,0.374,0.479,0.00553078537446794,"ab","IRF1"
"APOBEC3C2",1.68472370125777e-07,-0.303283465306845,0.216,0.324,0.00564736231898616,"ab","APOBEC3C"
"DDIT43",1.69697540697828e-07,-0.412498467818032,0.237,0.329,0.00568843126173189,"ab","DDIT4"
"ODF2L4",1.72995519623955e-07,-0.332343162291573,0.207,0.303,0.0057989828133146,"ab","ODF2L"
"MYBL12",1.77822308984766e-07,-0.319011750970277,0.088,0.18,0.00596078161947834,"ab","MYBL1"
"MT2A3",1.82806706750561e-07,-0.320618115409227,0.303,0.394,0.00612786361698556,"ab","MT2A"
"CD1643",2.0466863997114e-07,-0.316694067725748,0.361,0.44,0.00686069748047257,"ab","CD164"
"FAM49B3",2.32103857485676e-07,-0.305661656116306,0.427,0.503,0.00778035340677734,"ab","FAM49B"
"GTF3A1",2.64867876312242e-07,-0.29098471073877,0.412,0.492,0.00887863608186268,"ab","GTF3A"
"ZEB26",2.94686250820768e-07,-0.386531832158647,0.124,0.22,0.00987817781376295,"ab","ZEB2"
"TNFSF14",3.34271601161938e-07,-0.257549013951188,0.036,0.108,0.0112051183425493,"ab","TNFSF14"
"PRSS234",3.70454694097035e-07,-0.355339034407048,0.055,0.132,0.0124180118008267,"ab","PRSS23"
"TBX215",3.79670917435705e-07,-0.325240584682422,0.064,0.144,0.0127269488233623,"ab","TBX21"
"PLA2G163",3.82670477919507e-07,-0.278011425653157,0.056,0.137,0.0128274970903398,"ab","PLA2G16"
"ABI33",4.04065254766659e-07,-0.335407201003654,0.139,0.234,0.0135446714050332,"ab","ABI3"
"PPP1R182",4.14861819868636e-07,-0.308583908501699,0.258,0.352,0.0139065830638166,"ab","PPP1R18"
"CCL37",4.37080801266588e-07,-0.504354983010672,0.043,0.115,0.0146513855392573,"ab","CCL3"
"CD692",4.81855558401918e-07,-0.303763700228325,0.199,0.295,0.0161522801731907,"ab","CD69"
"FLNA3",5.79038142049707e-07,-0.295981502208416,0.203,0.305,0.0194099375596482,"ab","FLNA"
"ARPC5L2",5.86359698525719e-07,-0.311261111238454,0.173,0.267,0.0196553634542806,"ab","ARPC5L"
"FKBP21",6.06445846235753e-07,-0.317486963808522,0.148,0.239,0.0203286712116687,"ab","FKBP2"
"STXBP21",6.19520959301386e-07,-0.267303843644058,0.066,0.146,0.0207669620767418,"ab","STXBP2"
"EOMES1",6.33068326622404e-07,-0.297805628979463,0.066,0.146,0.0212210833767096,"ab","EOMES"
"P4HB2",6.6487873828705e-07,-0.29363997314028,0.235,0.327,0.0222874001861202,"ab","P4HB"
"SYTL2",6.88403115990596e-07,-0.260648027204858,0.039,0.112,0.0230759608511208,"ab","SYTL2"
"ACTN42",7.73065059449131e-07,-0.294516707968446,0.083,0.166,0.0259139138577943,"ab","ACTN4"
"SELT2",8.48496671796015e-07,-0.280641454711865,0.297,0.383,0.0284424569352742,"ab","SELT"
"PTPN42",9.69945967588614e-07,-0.301277534506549,0.254,0.34,0.0325135587795379,"ab","PTPN4"
"DBI3",9.92326058841103e-07,-0.293185067244407,0.355,0.435,0.0332637618184126,"ab","DBI"
"SNX51",1.03745024202721e-06,-0.268571514008572,0.062,0.139,0.034776369562994,"ab","SNX5"
"FYN1",1.06481722335303e-06,-0.299919323832613,0.259,0.35,0.035693738144017,"ab","FYN"
"TTC382",1.08747988150235e-06,-0.318798098191971,0.039,0.107,0.0364534131078401,"ab","TTC38"
"LST13",1.10663216198659e-06,-0.27671409950503,0.053,0.126,0.0370954167019525,"ab","LST1"
"STARD3NL2",1.258582410118e-06,-0.340358300290483,0.07,0.147,0.0421889409695653,"ab","STARD3NL"
"PLEKHF12",1.72353361259448e-06,-0.336377662274492,0.096,0.177,0.0577745702277795,"ab","PLEKHF1"
"PTPN221",1.80110200373581e-06,-0.267205836643911,0.056,0.13,0.0603747402672282,"ab","PTPN22"
"DRAP12",1.92790510995341e-06,-0.291206358810476,0.284,0.363,0.0646253071907484,"ab","DRAP1"
"TMED21",2.11810158239238e-06,-0.286626678920181,0.297,0.375,0.0710008831433749,"ab","TMED2"
"CCDC1071",2.99266726858793e-06,-0.250348085027414,0.175,0.264,0.100317199510336,"ab","CCDC107"
"HSP90B11",3.89783708450528e-06,-0.279615566767253,0.282,0.368,0.130659396909702,"ab","HSP90B1"
"C9orf1421",5.15945884077603e-06,-0.262959219837766,0.321,0.394,0.172950219801653,"ab","C9orf142"
"IQGAP14",6.90289621656201e-06,-0.288725825706821,0.124,0.205,0.231391984075375,"ab","IQGAP1"
"ARHGAP301",6.91504452873836e-06,-0.280864208166935,0.248,0.332,0.231799207647839,"ab","ARHGAP30"
"CTSD4",7.12993037528967e-06,-0.305013346301139,0.148,0.228,0.239002396110085,"ab","CTSD"
"SH2D1A1",8.06625535808343e-06,-0.281097717420513,0.182,0.268,0.270388945858315,"ab","SH2D1A"
"RBM8A",8.09633176468272e-06,-0.278897158067843,0.269,0.346,0.27139713708393,"ab","RBM8A"
"WDR83OS1",8.81749833163406e-06,-0.265274364062085,0.271,0.348,0.295571361574705,"ab","WDR83OS"
"TSEN541",9.59167666444371e-06,-0.285015628933367,0.103,0.177,0.321522593468818,"ab","TSEN54"
"GOLGA72",1.07387137316736e-05,-0.288193141198228,0.122,0.198,0.35997242299943,"ab","GOLGA7"
"ERN12",1.14478200488927e-05,-0.258042365023783,0.081,0.152,0.383742375858932,"ab","ERN1"
"DUSP12",1.18543713631888e-05,-0.260121969014396,0.058,0.124,0.397370382465453,"ab","DUSP1"
"ADGRG15",1.2379786035108e-05,-0.271629944577094,0.083,0.154,0.414982807682856,"ab","ADGRG1"
"GNG22",1.68027856373974e-05,-0.270164941234604,0.19,0.267,0.563246177351198,"ab","GNG2"
"PTPRE2",1.84017411592974e-05,-0.252988649719025,0.096,0.168,0.616844765400807,"ab","PTPRE"
"CDK2AP21",1.84019404695763e-05,-0.284962274911511,0.164,0.241,0.616851446480668,"ab","CDK2AP2"
"RPS4Y11",1.91410465429238e-05,0.268905261974468,0.421,0.324,0.64162702116535,"ab","RPS4Y1"
"ARPC41",1.97668070806901e-05,-0.2659430047399,0.301,0.369,0.662603140151812,"ab","ARPC4"
"ZAP702",2.02970443235803e-05,-0.279226599125859,0.203,0.278,0.680377222770734,"ab","ZAP70"
"CARD162",2.06135481469371e-05,-0.26691901482629,0.239,0.316,0.690986747433479,"ab","CARD16"
"CX3CR15",2.06544286649707e-05,-0.341088888874585,0.115,0.188,0.692357103278482,"ab","CX3CR1"
"CBLB1",2.20039017076416e-05,-0.255033038351994,0.079,0.146,0.737592789141853,"ab","CBLB"
"RAB27A2",2.22485313846534e-05,-0.254871960619026,0.12,0.197,0.745793020544967,"ab","RAB27A"
"BSG2",2.24721824565627e-05,-0.276576097520164,0.207,0.282,0.753290028126439,"ab","BSG"
"TGFB12",2.28105608901627e-05,-0.271985291053669,0.195,0.277,0.764632811599144,"ab","TGFB1"
"LSP13",2.28429095654179e-05,-0.253158796802824,0.4,0.462,0.765717171542374,"ab","LSP1"
"STOM2",2.37380386505492e-05,-0.254668660138704,0.133,0.211,0.795722793605059,"ab","STOM"
"VIMP1",2.57499806314868e-05,-0.268130740865547,0.148,0.227,0.863165100748069,"ab","VIMP"
"TPST23",2.63104857195178e-05,-0.309990901965214,0.164,0.237,0.881953791803957,"ab","TPST2"
"TLN12",2.93174188562277e-05,-0.264911389444613,0.15,0.227,0.98274919747961,"ab","TLN1"
"MAPK12",3.47553372146322e-05,-0.28720965525298,0.115,0.186,1,"ab","MAPK1"
"PRELID12",3.53268163226327e-05,-0.260701150415639,0.301,0.367,1,"ab","PRELID1"
"TUBB1",4.20558616208718e-05,-0.263934405323485,0.305,0.364,1,"ab","TUBB"
"RASSF12",4.24426049079147e-05,-0.265576941110924,0.071,0.134,1,"ab","RASSF1"
"SPN2",5.0189877556155e-05,-0.251111198653878,0.254,0.326,1,"ab","SPN"
"TMED101",5.19025760781083e-05,-0.251312879554855,0.188,0.263,1,"ab","TMED10"
"SYTL12",5.31082885778998e-05,-0.286705621170111,0.152,0.22,1,"ab","SYTL1"
"MANF",5.4322071470587e-05,-0.264544893823773,0.105,0.172,1,"ab","MANF"
"LITAF6",7.55107564788977e-05,-0.270539268822625,0.474,0.501,1,"ab","LITAF"
"PPP3CA1",7.56525183301734e-05,-0.254096325975164,0.102,0.17,1,"ab","PPP3CA"
"AKAP133",7.74686902506003e-05,-0.268209913107859,0.303,0.363,1,"ab","AKAP13"
"C5orf562",8.1234659512534e-05,-0.277205968512147,0.135,0.201,1,"ab","C5orf56"
"STAT42",8.90746878101089e-05,-0.257861575608684,0.154,0.222,1,"ab","STAT4"
"CD532",0.000115109371438839,-0.254870062814988,0.4,0.444,1,"ab","CD53"
"B4GALT12",0.000145473623065955,-0.303950385808595,0.209,0.27,1,"ab","B4GALT1"
"CYB5B1",0.000363753655426351,-0.253658725292804,0.113,0.17,1,"ab","CYB5B"
"S100B4",0.0120727037845343,-0.44279992145479,0.117,0.153,1,"ab","S100B"
